,actual,1,2,3,4,5,predictions,difference,difference_percentage
0,0.056735606484069306,0.3600568035114897,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.05356498062610626,0.003170625857963044,5.588423310242253
1,0.061496845803721154,0.3600568035114897,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.05620576813817024,0.005291077665550911,8.603819588468633
2,0.08168969096861774,0.3596695068422412,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.06715982407331467,0.01452986689530307,17.786659152480976
3,0.09266948814181905,0.35954040795249154,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.0729464441537857,0.019723043988033345,21.28321239656541
4,0.0796634193084724,0.3423702556158017,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.06602909415960312,0.01363432514886928,17.114913303023684
5,0.05653597380819292,0.3412083656080558,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.05342484638094902,0.0031111274272438982,5.50291649313211
6,0.05453964704942905,0.3404337722695585,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.05231200158596039,0.0022276454634686596,4.084451557689316
7,0.05006787510979797,0.3423702556158017,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.04981004819273949,0.00025782691705848043,0.5149547818697529
8,0.04356983151002156,0.3412083656080558,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.04613664373755455,0.002566812227532987,5.891260394116031
9,0.06272458676036093,0.3382390911438161,0.8201600449248914,0.2671940232915843,0.41714285714285726,0.3689578713968958,0.05684220418334007,0.005882382577020853,9.378112923237703
10,0.06284436636588676,0.36599535243996895,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.056911859661340714,0.0059325067045460506,9.439997644349454
11,0.058492374031781515,0.3378517944745675,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.054455019533634186,0.004037354498147329,6.9023604614742675
12,0.048979877026271657,0.3390136844823134,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.04915753751993179,0.0001776604936601367,0.36272139590069563
13,0.04685378902818813,0.3390136844823134,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.04796138033270836,0.0011075913045202265,2.3639311302099357
14,0.04716321967579653,0.33772269558481793,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.04813432693481445,0.000971107259017924,2.0590351246021528
15,0.04878024435039527,0.3077717531629228,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.0490141361951828,0.00023389184478753156,0.47948067481469336
16,0.0537411163459235,0.29163439194422924,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05176388844847679,0.0019772278974467053,3.6791716136292854
17,0.04176315579334025,0.2893106119287374,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.0450575053691864,0.0032943495758461505,7.888172034095859
18,0.04692366046474487,0.3135812032016525,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.047977264970541,0.0010536045057961338,2.2453587281148666
19,0.05404056535973808,0.317712367673638,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.051958244293928146,0.002082321065809932,3.8532555163853384
20,0.06066837019883414,0.3320423444358378,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05564427375793457,0.0050240964408995725,8.28124511081084
21,0.056825441188213685,0.3603150012909888,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05357302352786064,0.0032524176603530436,5.723523816701376
22,0.060678351832627965,0.3838109992254066,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05575989559292793,0.004918456239700032,8.10578417368166
23,0.06856384252974526,0.3831655047766589,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.06008908897638321,0.008474753553362052,12.360383025040383
24,0.0727062205541803,0.38329460366640844,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.06234009191393852,0.010366128640241778,14.25755397712771
25,0.05164497324922143,0.38277820810741026,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05072245001792908,0.0009225232312923548,1.7862788442944195
26,0.07263634911762358,0.3596695068422412,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.06223208084702492,0.010404268270598663,14.323776452132147
27,0.08751896510420826,0.35954040795249154,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.07015836238861084,0.017360602715597417,19.836389398487817
28,0.073275173680428,0.336560805577072,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.06251364946365356,0.01076152421677444,14.686453373291522
29,0.07170805717479836,0.3124193131939065,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.06161198765039444,0.010096069524403922,14.079407422506717
30,0.06315379701349516,0.31319390653240387,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05697360634803772,0.006180190665457441,9.78593680461812
31,0.0566258085123373,0.2889233152594888,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.05335591360926628,0.003269894903071016,5.774566384087197
32,0.05318214485346961,0.2893106119287374,0.8145444335252003,0.28477257745550427,0.4095238095238096,0.28847006651884693,0.0514519065618515,0.0017302382916181067,3.2534195384284614
