"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 06, 2019","25.20","25.20","25.20","25.20","-","0.00%"
"Sep 05, 2019","25.20","25.20","25.20","25.20","-","-0.20%"
"Sep 04, 2019","25.25","25.25","25.25","25.25","-","0.00%"
"Sep 03, 2019","25.25","25.25","25.25","25.25","-","-0.20%"
"Aug 30, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 29, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 28, 2019","25.30","25.30","25.30","25.30","-","0.20%"
"Aug 27, 2019","25.25","25.25","25.25","25.25","-","-0.20%"
"Aug 26, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 23, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 22, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 21, 2019","25.30","25.30","25.30","25.30","-","0.40%"
"Aug 20, 2019","25.20","25.20","25.20","25.20","-","0.20%"
"Aug 19, 2019","25.15","25.15","25.15","25.15","-","0.00%"
"Aug 16, 2019","25.15","25.15","25.15","25.15","-","0.00%"
"Aug 15, 2019","25.15","25.15","25.15","25.15","-","-0.59%"
"Aug 14, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 13, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 12, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 09, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 08, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 07, 2019","25.30","25.30","25.30","25.30","-","0.00%"
"Aug 06, 2019","25.30","25.30","25.30","25.30","-","-0.20%"
"Aug 05, 2019","25.35","25.35","25.35","25.35","-","0.00%"
"Aug 02, 2019","25.35","25.35","25.35","25.35","-","-0.20%"
"Aug 01, 2019","25.40","25.40","25.40","25.40","-","0.40%"
"Jul 31, 2019","25.30","25.30","25.30","25.30","-","-0.59%"
"Jul 30, 2019","25.45","25.45","25.45","25.45","-","0.00%"
"Jul 29, 2019","25.45","25.45","25.45","25.45","-","-0.97%"
"Jul 26, 2019","25.70","25.70","25.70","25.70","-","0.19%"
"Jul 25, 2019","25.65","25.65","25.65","25.65","-","-0.19%"
"Jul 24, 2019","25.70","25.70","25.70","25.70","-","0.78%"
"Jul 23, 2019","25.50","25.50","25.50","25.50","-","0.99%"
"Jul 22, 2019","25.25","25.25","25.25","25.25","-","0.20%"
"Jul 19, 2019","25.20","25.20","25.20","25.20","-","-1.95%"
"Jul 18, 2019","25.70","25.70","25.70","25.70","-","-0.96%"
"Jul 17, 2019","25.95","25.95","25.95","25.95","-","-1.33%"
"Jul 16, 2019","26.30","26.30","26.30","26.30","-","0.00%"
"Jul 15, 2019","26.30","26.30","26.30","26.30","-","4.99%"
"Jul 12, 2019","25.05","25.05","25.05","25.05","-","1.01%"
"Jul 11, 2019","24.80","24.80","24.80","24.80","-","0.20%"
"Jul 10, 2019","24.75","24.75","24.75","24.75","-","0.00%"
"Jul 09, 2019","24.75","24.75","24.75","24.75","-","-0.20%"
"Jul 08, 2019","24.80","24.80","24.80","24.80","-","1.02%"
"Jul 05, 2019","24.55","24.55","24.55","24.55","-","0.20%"
"Jul 03, 2019","24.50","24.50","24.50","24.50","-","0.00%"
"Jul 02, 2019","24.50","24.50","24.50","24.50","-","-0.20%"
"Jul 01, 2019","24.55","24.55","24.55","24.55","-","-0.20%"
"Jun 28, 2019","24.60","24.60","24.60","24.60","-","-0.20%"
"Jun 27, 2019","24.65","24.65","24.65","24.65","-","0.00%"
"Jun 26, 2019","24.65","24.65","24.65","24.65","-","-0.20%"
"Jun 25, 2019","24.70","24.70","24.70","24.70","-","0.00%"
"Jun 24, 2019","24.70","24.70","24.70","24.70","-","0.20%"
"Jun 21, 2019","24.65","24.65","24.65","24.65","0.60K","0.41%"
"Jun 20, 2019","24.55","24.55","24.55","24.55","-","0.41%"
"Jun 19, 2019","24.45","24.45","24.45","24.45","-","0.00%"
"Jun 18, 2019","24.45","24.45","24.45","24.45","-","0.00%"
"Jun 17, 2019","24.45","24.45","24.45","24.45","-","0.20%"
"Jun 14, 2019","24.40","24.40","24.40","24.40","-","-1.61%"
"Jun 13, 2019","24.80","24.80","24.80","24.80","-","-0.60%"
"Jun 12, 2019","24.95","24.95","24.95","24.95","-","0.20%"
"Jun 11, 2019","24.90","24.90","24.90","24.90","-","0.00%"
"Jun 10, 2019","24.90","24.90","24.90","24.90","-","1.01%"
"Jun 07, 2019","24.65","24.65","24.65","24.65","-","0.20%"
"Jun 06, 2019","24.60","24.60","24.60","24.60","-","1.03%"
"Jun 05, 2019","24.35","24.35","24.35","24.35","-","1.46%"
"Jun 04, 2019","24.00","24.00","24.00","24.00","-","0.00%"
"Jun 03, 2019","24.00","24.00","24.00","24.00","-","0.42%"
"May 31, 2019","23.90","23.90","23.90","23.90","-","-0.21%"
"May 30, 2019","23.95","23.95","23.95","23.95","-","-0.62%"
"May 29, 2019","24.10","24.10","24.10","24.10","-","0.00%"
"May 28, 2019","24.10","24.10","24.10","24.10","-","-0.41%"
"May 24, 2019","24.20","24.20","24.20","24.20","-","-0.41%"
"May 23, 2019","24.30","24.30","24.30","24.30","-","-1.22%"
"May 22, 2019","24.60","24.60","24.60","24.60","-","0.00%"
"May 21, 2019","24.60","24.60","24.60","24.60","-","0.00%"
"May 20, 2019","24.60","24.60","24.60","24.60","-","-0.20%"
"May 17, 2019","24.65","24.65","24.65","24.65","-","0.00%"
"May 16, 2019","24.65","24.65","24.65","24.65","-","0.00%"
"May 15, 2019","24.65","24.65","24.65","24.65","-","0.20%"
"May 14, 2019","24.60","24.60","24.60","24.60","-","-0.20%"
"May 13, 2019","24.65","24.65","24.65","24.65","-","-0.40%"
"May 10, 2019","24.75","24.75","24.75","24.75","-","-0.80%"
"May 09, 2019","24.95","24.95","24.95","24.95","-","-0.40%"
"May 08, 2019","25.05","25.05","25.05","25.05","-","0.20%"
"May 07, 2019","25.00","25.00","25.00","25.00","0.30K","0.00%"
"May 06, 2019","25.00","25.00","25.00","25.00","-","-0.20%"
"May 03, 2019","25.05","25.05","25.05","25.05","-","-0.60%"
"May 02, 2019","25.20","25.20","25.20","25.20","-","0.00%"
"May 01, 2019","25.20","25.20","25.20","25.20","-","0.00%"
"Apr 30, 2019","25.20","25.20","25.20","25.20","-","-0.20%"
"Apr 29, 2019","25.25","25.25","25.25","25.25","0.20K","-0.20%"
"Apr 26, 2019","25.30","25.30","25.30","25.30","-","-0.39%"
"Apr 25, 2019","25.40","25.40","25.40","25.40","-","-1.17%"
"Apr 24, 2019","25.70","25.70","25.70","25.70","-","0.00%"
"Apr 23, 2019","25.70","25.70","25.70","25.70","0.10K","-0.39%"
"Apr 22, 2019","25.80","25.80","25.80","25.80","-","-0.39%"
"Apr 18, 2019","25.90","25.90","25.90","25.90","-","-0.19%"
"Apr 17, 2019","25.95","25.95","25.95","25.95","-","0.19%"
"Apr 16, 2019","25.90","25.90","25.90","25.90","-","0.00%"
"Apr 15, 2019","25.90","25.90","25.90","25.90","-","0.19%"
"Apr 12, 2019","25.85","25.85","25.85","25.85","-","0.00%"
"Apr 11, 2019","25.85","25.85","25.85","25.85","-","0.00%"
"Apr 10, 2019","25.85","25.85","25.85","25.85","-","0.00%"
"Apr 09, 2019","25.85","25.85","25.85","25.85","-","0.00%"
"Apr 08, 2019","25.85","25.85","25.85","25.85","-","0.39%"
"Apr 05, 2019","25.75","25.75","25.75","25.75","-","0.00%"
"Apr 04, 2019","25.75","25.75","25.75","25.75","-","-0.39%"
"Apr 03, 2019","25.85","25.85","25.85","25.85","-","0.98%"
"Apr 02, 2019","25.60","25.60","25.60","25.60","-","0.59%"
"Apr 01, 2019","25.45","25.45","25.45","25.45","-","2.00%"
"Mar 29, 2019","24.95","24.45","24.45","24.45","0.02K","-0.40%"
"Mar 28, 2019","25.05","25.05","25.05","25.05","-","-1.76%"
"Mar 27, 2019","25.50","25.50","25.50","25.50","-","-0.58%"
"Mar 26, 2019","25.65","25.65","25.65","25.65","-","-0.39%"
"Mar 25, 2019","25.75","25.75","25.75","25.75","0.60K","-0.96%"
"Mar 22, 2019","26.00","26.00","26.00","26.00","-","-0.19%"
"Mar 21, 2019","26.05","26.05","26.05","26.05","-","-1.33%"
"Mar 20, 2019","26.40","26.15","26.15","26.15","0.40K","-1.12%"
"Mar 19, 2019","26.70","26.70","26.70","26.70","-","-1.29%"
"Mar 18, 2019","27.05","27.05","27.05","27.05","0.12K","-0.73%"
"Mar 15, 2019","27.25","27.40","27.40","27.40","0.00K","-0.91%"
"Mar 14, 2019","27.50","27.40","27.40","27.40","0.00K","-0.54%"
"Mar 13, 2019","27.65","27.65","27.65","27.65","-","-0.90%"
"Mar 12, 2019","27.90","27.90","27.90","27.90","-","-0.18%"
"Mar 11, 2019","27.95","27.95","27.95","27.95","-","-0.18%"
"Mar 08, 2019","28.00","27.35","27.35","27.35","0.01K","-0.36%"
"Mar 07, 2019","28.10","28.10","28.10","28.10","-","-0.18%"
"Mar 06, 2019","28.15","28.15","28.15","28.15","-","0.00%"
"Mar 05, 2019","28.15","28.15","28.15","28.15","-","0.36%"
"Mar 04, 2019","28.05","28.05","28.05","28.05","-","0.00%"
"Mar 01, 2019","28.05","28.05","28.05","28.05","-","1.08%"
"Feb 28, 2019","27.75","27.75","27.75","27.75","-","-0.36%"
"Feb 27, 2019","27.85","27.85","27.85","27.85","-","0.54%"
"Feb 26, 2019","27.70","27.70","27.70","27.70","-","-1.07%"
"Feb 25, 2019","28.00","28.00","28.00","28.00","-","-2.10%"
"Feb 22, 2019","28.60","28.60","28.60","28.60","-","-0.35%"
"Feb 21, 2019","28.70","28.70","28.70","28.70","-","0.00%"
"Feb 20, 2019","28.70","28.70","28.70","28.70","-","0.00%"
"Feb 19, 2019","28.70","28.70","28.70","28.70","-","0.00%"
"Feb 15, 2019","28.70","28.70","28.70","28.70","-","-0.17%"
"Feb 14, 2019","28.75","28.75","28.75","28.75","-","-0.17%"
"Feb 13, 2019","28.80","28.80","28.80","28.80","-","0.00%"
"Feb 12, 2019","28.80","28.80","28.80","28.80","-","0.00%"
"Feb 11, 2019","28.80","28.80","28.80","28.80","-","-0.17%"
"Feb 08, 2019","28.85","28.85","28.85","28.85","-","-0.17%"
"Feb 07, 2019","28.90","28.90","28.90","28.90","-","-0.17%"
"Feb 06, 2019","28.95","28.95","28.95","28.95","-","0.00%"
"Feb 05, 2019","28.95","28.95","28.95","28.95","-","0.00%"
"Feb 04, 2019","28.95","28.95","28.95","28.95","-","0.00%"
"Feb 01, 2019","28.95","28.95","28.95","28.95","-","0.17%"
"Jan 31, 2019","28.90","28.90","28.90","28.90","-","-0.52%"
"Jan 30, 2019","29.05","29.05","29.05","29.05","-","0.00%"
"Jan 29, 2019","29.05","29.05","29.05","29.05","-","0.17%"
"Jan 28, 2019","29.00","29.00","29.00","29.00","0.14K","0.00%"
"Jan 25, 2019","29.00","29.00","29.00","29.00","-","0.00%"
"Jan 24, 2019","29.00","29.00","29.00","29.00","-","0.35%"
"Jan 23, 2019","28.90","28.90","28.90","28.90","-","0.00%"
"Jan 22, 2019","28.90","28.90","28.90","28.90","-","0.17%"
"Jan 18, 2019","28.85","28.85","28.85","28.85","-","0.00%"
"Jan 17, 2019","28.85","28.85","28.85","28.85","-","-0.17%"
"Jan 16, 2019","28.90","28.90","28.90","28.90","-","0.00%"
"Jan 15, 2019","28.90","28.90","28.90","28.90","-","0.00%"
"Jan 14, 2019","28.90","28.90","28.90","28.90","-","0.00%"
"Jan 11, 2019","28.90","28.90","28.90","28.90","0.60K","0.00%"
"Jan 10, 2019","28.90","28.50","28.50","28.50","0.03K","0.00%"
"Jan 09, 2019","28.90","28.90","28.90","28.90","-","0.00%"
"Jan 08, 2019","28.90","28.90","28.90","28.90","-","0.00%"
"Jan 07, 2019","28.90","28.90","28.90","28.90","-","0.35%"
"Jan 04, 2019","28.80","28.80","28.80","28.80","-","-0.17%"
"Jan 03, 2019","28.85","28.85","28.85","28.85","-","0.00%"
"Jan 02, 2019","28.85","28.85","28.85","28.85","0.01K","1.23%"
"Dec 31, 2018","28.50","28.50","28.50","28.50","-","-0.70%"
"Dec 28, 2018","28.70","28.70","28.70","28.70","-","0.35%"
"Dec 27, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 26, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 24, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 21, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 20, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 19, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 18, 2018","28.60","28.60","28.60","28.60","-","0.00%"
"Dec 17, 2018","28.60","28.60","28.60","28.60","-","-0.35%"
"Dec 14, 2018","28.70","29.80","29.80","29.80","0.00K","-0.17%"
"Dec 13, 2018","28.75","29.75","29.75","29.75","0.00K","0.00%"
"Dec 12, 2018","28.75","28.75","28.75","28.75","-","0.00%"
"Dec 11, 2018","28.75","28.75","28.75","28.75","-","-0.35%"
"Dec 10, 2018","28.85","28.85","28.85","28.85","-","-0.35%"
"Dec 07, 2018","28.95","28.95","28.95","28.95","-","0.00%"
"Dec 06, 2018","28.95","28.95","28.95","28.95","-","0.00%"
"Dec 05, 2018","28.95","28.95","28.95","28.95","-","0.17%"
"Dec 04, 2018","28.90","28.90","28.90","28.90","-","-0.34%"
"Dec 03, 2018","29.00","29.00","29.00","29.00","0.14K","0.35%"
"Nov 30, 2018","28.90","28.90","28.90","28.90","-","0.35%"
"Nov 29, 2018","28.80","28.80","28.80","28.80","-","0.00%"
"Nov 28, 2018","28.80","28.80","28.80","28.80","-","0.00%"
"Nov 27, 2018","28.80","28.80","28.80","28.80","0.72K","-0.86%"
"Nov 26, 2018","29.05","29.05","29.05","29.05","-","0.17%"
"Nov 23, 2018","29.00","29.00","29.00","29.00","-","0.00%"
"Nov 21, 2018","29.00","29.00","29.00","29.00","-","-0.17%"
"Nov 20, 2018","29.05","29.05","29.05","29.05","-","-0.34%"
"Nov 19, 2018","29.15","29.15","29.15","29.15","-","0.00%"
"Nov 16, 2018","29.15","29.15","29.15","29.15","-","0.00%"
"Nov 15, 2018","29.15","29.15","29.15","29.15","-","0.00%"
"Nov 14, 2018","29.15","29.15","29.15","29.15","-","0.17%"
"Nov 13, 2018","29.10","29.10","29.10","29.10","-","0.00%"
"Nov 12, 2018","29.10","29.10","29.10","29.10","-","0.00%"
"Nov 09, 2018","29.10","29.10","29.10","29.10","-","0.17%"
"Nov 08, 2018","29.05","29.05","29.05","29.05","-","0.17%"
"Nov 07, 2018","29.00","29.00","29.00","29.00","-","0.69%"
"Nov 06, 2018","28.80","28.80","28.80","28.80","-","0.00%"
"Nov 05, 2018","28.80","28.80","28.80","28.80","-","0.17%"
"Nov 02, 2018","28.75","28.75","28.75","28.75","-","1.77%"
"Nov 01, 2018","28.25","28.25","28.25","28.25","-","0.53%"
"Oct 31, 2018","28.10","28.10","28.10","28.10","-","0.36%"
"Oct 30, 2018","28.00","28.00","28.00","28.00","-","0.36%"
"Oct 29, 2018","27.90","27.90","27.90","27.90","-","0.18%"
"Oct 26, 2018","27.85","27.85","27.85","27.85","-","0.18%"
"Oct 25, 2018","27.80","27.80","27.80","27.80","-","0.00%"
"Oct 24, 2018","27.80","27.80","27.80","27.80","-","0.00%"
"Oct 23, 2018","27.80","27.80","27.80","27.80","-","0.36%"
"Oct 22, 2018","27.70","27.70","27.70","27.70","-","0.36%"
"Oct 19, 2018","27.60","27.60","27.60","27.60","-","-0.36%"
"Oct 18, 2018","27.70","27.70","27.70","27.70","-","0.18%"
"Oct 17, 2018","27.65","27.65","27.65","27.65","-","0.00%"
"Oct 16, 2018","27.65","27.65","27.65","27.65","-","0.73%"
"Oct 15, 2018","27.45","27.45","27.45","27.45","-","-0.18%"
"Oct 12, 2018","27.50","27.50","27.50","27.50","-","0.00%"
"Oct 11, 2018","27.50","27.50","27.50","27.50","-","-0.18%"
"Oct 10, 2018","27.55","27.55","27.55","27.55","-","0.00%"
"Oct 09, 2018","27.55","27.55","27.55","27.55","-","0.18%"
"Oct 08, 2018","27.50","27.50","27.50","27.50","-","0.00%"
"Oct 05, 2018","27.50","27.50","27.50","27.50","-","-0.54%"
"Oct 04, 2018","27.65","27.65","27.65","27.65","-","-0.18%"
"Oct 03, 2018","27.70","27.70","27.70","27.70","-","0.54%"
"Oct 02, 2018","27.55","27.55","27.55","27.55","-","0.36%"
"Oct 01, 2018","27.45","27.45","27.45","27.45","-","-0.18%"
"Sep 28, 2018","27.50","27.50","27.50","27.50","-","0.18%"
"Sep 27, 2018","27.45","27.45","27.45","27.45","-","0.00%"
"Sep 26, 2018","27.45","27.45","27.45","27.45","-","-0.18%"
"Sep 25, 2018","27.50","27.50","27.50","27.50","-","0.73%"
"Sep 24, 2018","27.30","27.30","27.30","27.30","-","-0.18%"
"Sep 21, 2018","27.35","27.35","27.35","27.35","-","-0.36%"
"Sep 20, 2018","27.45","27.45","27.45","27.45","-","0.37%"
"Sep 19, 2018","27.35","27.35","27.35","27.35","-","-0.18%"
"Sep 18, 2018","27.40","27.40","27.40","27.40","-","0.00%"
"Sep 17, 2018","27.40","27.40","27.40","27.40","-","0.37%"
"Sep 14, 2018","27.30","27.30","27.30","27.30","-","0.37%"
"Sep 13, 2018","27.20","27.20","27.20","27.20","-","0.74%"
"Sep 12, 2018","27.00","26.50","26.50","26.50","0.01K","0.00%"
"Sep 11, 2018","27.00","27.00","27.00","27.00","-","0.19%"
"Sep 10, 2018","26.95","26.95","26.95","26.95","-","0.19%"
"Sep 07, 2018","26.90","26.90","26.90","26.90","-","1.13%"
"Sep 06, 2018","26.60","26.60","26.60","26.60","-","0.00%"
"Sep 05, 2018","26.60","26.60","26.60","26.60","-","0.00%"
"Sep 04, 2018","26.60","26.60","26.60","26.60","-","0.57%"
"Aug 31, 2018","26.45","26.45","26.45","26.45","-","0.19%"
"Aug 30, 2018","26.40","26.40","26.40","26.40","-","-0.75%"
"Aug 29, 2018","26.60","26.60","26.60","26.60","-","0.00%"
"Aug 28, 2018","26.60","26.60","26.60","26.60","-","1.53%"
"Aug 27, 2018","26.20","26.20","26.20","26.20","-","-0.38%"
"Aug 24, 2018","26.30","26.30","26.30","26.30","-","-0.38%"
"Aug 23, 2018","26.40","26.40","26.40","26.40","-","0.00%"
"Aug 22, 2018","26.40","26.40","26.40","26.40","-","0.96%"
"Aug 21, 2018","26.15","26.15","26.15","26.15","-","0.00%"
"Aug 20, 2018","26.15","26.15","26.15","26.15","-","-0.38%"
"Aug 17, 2018","26.25","26.25","26.25","26.25","-","0.00%"
"Aug 16, 2018","26.25","26.25","26.25","26.25","-","0.00%"
"Aug 15, 2018","26.25","26.25","26.25","26.25","-","0.38%"
"Aug 14, 2018","26.15","26.15","26.15","26.15","-","0.19%"
"Aug 13, 2018","26.10","26.10","26.10","26.10","-","0.00%"
"Aug 10, 2018","26.10","26.10","26.10","26.10","-","0.00%"
"Aug 09, 2018","26.10","26.10","26.10","26.10","-","0.19%"
"Aug 08, 2018","26.05","26.05","26.05","26.05","-","0.00%"
"Aug 07, 2018","26.05","26.05","26.05","26.05","-","0.19%"
"Aug 06, 2018","26.00","26.00","26.00","26.00","-","0.19%"
"Aug 03, 2018","25.95","25.95","25.95","25.95","-","0.00%"
"Aug 02, 2018","25.95","25.95","25.95","25.95","-","0.39%"
"Aug 01, 2018","25.85","25.85","25.85","25.85","-","0.00%"
"Jul 31, 2018","25.85","25.85","25.85","25.85","-","0.58%"
"Jul 30, 2018","25.70","25.70","25.70","25.70","-","0.19%"
"Jul 27, 2018","25.65","25.65","25.65","25.65","-","0.00%"
"Jul 26, 2018","25.65","25.65","25.65","25.65","-","6.21%"
"Jul 25, 2018","24.15","24.15","24.15","24.15","-","1.68%"
"Jul 24, 2018","23.75","23.75","23.75","23.75","-","0.00%"
"Jul 23, 2018","23.75","23.75","23.75","23.75","-","0.00%"
"Jul 20, 2018","23.75","23.75","23.75","23.75","-","0.00%"
"Jul 19, 2018","23.75","23.75","23.75","23.75","-","1.06%"
"Jul 18, 2018","23.50","23.50","23.50","23.50","-","-0.63%"
"Jul 17, 2018","23.65","23.65","23.65","23.65","-","1.28%"
"Jul 16, 2018","23.35","22.10","22.10","22.10","0.01K","0.43%"
"Jul 13, 2018","23.25","23.25","23.25","23.25","-","0.43%"
"Jul 12, 2018","23.15","23.15","23.15","23.15","-","0.00%"
"Jul 11, 2018","23.15","23.15","23.15","23.15","-","0.65%"
"Jul 10, 2018","23.00","23.00","23.00","23.00","-","0.66%"
"Jul 09, 2018","22.85","22.85","22.85","22.85","-","0.00%"
"Jul 06, 2018","22.85","22.85","22.85","22.85","-","-0.44%"
"Jul 05, 2018","22.95","22.95","22.95","22.95","-","0.00%"
"Jul 03, 2018","22.95","22.95","22.95","22.95","-","0.66%"
"Jul 02, 2018","22.80","22.80","22.80","22.80","-","0.44%"
"Jun 29, 2018","22.70","22.70","22.70","22.70","-","0.22%"
"Jun 28, 2018","22.65","22.65","22.65","22.65","-","0.00%"
"Jun 27, 2018","22.65","22.65","22.65","22.65","-","0.00%"
"Jun 26, 2018","22.65","22.65","22.65","22.65","-","0.00%"
"Jun 25, 2018","22.65","22.65","22.65","22.65","-","-0.44%"
"Jun 22, 2018","22.75","22.75","22.75","22.75","-","-0.66%"
"Jun 21, 2018","22.90","22.90","22.90","22.90","-","-0.43%"
"Jun 20, 2018","23.00","23.00","23.00","23.00","0.20K","-0.65%"
"Jun 19, 2018","23.15","23.15","23.15","23.15","-","0.00%"
"Jun 18, 2018","23.15","23.15","23.15","23.15","-","0.00%"
"Jun 15, 2018","23.15","23.15","23.15","23.15","-","0.00%"
"Jun 14, 2018","23.15","23.15","23.15","23.15","-","-1.07%"
"Jun 13, 2018","23.40","23.40","23.40","23.40","-","0.00%"
"Jun 12, 2018","23.40","23.40","23.40","23.40","-","0.00%"
"Jun 11, 2018","23.40","23.40","23.40","23.40","-","-0.43%"
"Jun 08, 2018","23.50","23.50","23.50","23.50","-","-1.05%"
"Jun 07, 2018","23.75","23.75","23.75","23.75","-","0.00%"
"Jun 06, 2018","23.75","23.75","23.75","23.75","-","0.00%"
"Jun 05, 2018","23.75","23.75","23.75","23.75","-","1.06%"
"Jun 04, 2018","23.50","23.50","23.50","23.50","-","2.17%"
"Jun 01, 2018","23.00","23.00","23.00","23.00","-","2.00%"
"May 31, 2018","22.55","22.55","22.55","22.55","-","0.00%"
"May 30, 2018","22.55","22.55","22.55","22.55","-","-0.88%"
"May 29, 2018","22.75","22.75","22.75","22.75","-","0.00%"
"May 25, 2018","22.75","22.75","22.75","22.75","-","-0.66%"
"May 24, 2018","22.90","22.90","22.90","22.90","-","0.00%"
"May 23, 2018","22.90","22.90","22.90","22.90","-","0.00%"
"May 22, 2018","22.90","22.90","22.90","22.90","-","0.88%"
"May 21, 2018","22.70","22.70","22.70","22.70","-","1.34%"
"May 18, 2018","22.40","22.40","22.40","22.40","-","0.00%"
"May 17, 2018","22.40","22.40","22.40","22.40","-","2.75%"
"May 16, 2018","21.80","21.80","21.80","21.80","-","0.00%"
"May 15, 2018","21.80","21.80","21.80","21.80","-","0.93%"
"May 14, 2018","21.60","21.60","21.60","21.60","-","0.47%"
"May 11, 2018","21.50","21.50","21.50","21.50","-","-1.15%"
"May 10, 2018","21.75","21.75","21.75","21.75","-","0.00%"
"May 09, 2018","21.75","21.75","21.75","21.75","-","0.00%"
"May 08, 2018","21.75","21.75","21.75","21.75","-","1.16%"
"May 07, 2018","21.50","21.50","21.50","21.50","-","0.94%"
"May 04, 2018","21.30","21.30","21.30","21.30","-","0.00%"
"May 03, 2018","21.30","21.30","21.30","21.30","-","0.24%"
"May 02, 2018","21.25","21.25","21.25","21.25","-","0.00%"
"May 01, 2018","21.25","21.25","21.25","21.25","-","1.67%"
"Apr 30, 2018","20.90","20.90","20.90","20.90","-","0.72%"
"Apr 27, 2018","20.75","20.75","20.75","20.75","-","0.00%"
"Apr 26, 2018","20.75","20.75","20.75","20.75","-","-1.19%"
"Apr 25, 2018","21.00","21.00","21.00","21.00","-","0.00%"
"Apr 24, 2018","21.00","21.00","21.00","21.00","-","1.20%"
"Apr 23, 2018","20.75","20.75","20.75","20.75","-","1.22%"
"Apr 20, 2018","20.50","20.50","20.50","20.50","-","0.00%"
"Apr 19, 2018","20.50","20.50","20.50","20.50","-","1.23%"
"Apr 18, 2018","20.25","20.25","20.25","20.25","-","-1.22%"
"Apr 17, 2018","20.50","20.50","20.50","20.50","-","0.00%"
"Apr 16, 2018","20.50","20.50","20.50","20.50","-","-0.73%"
"Apr 13, 2018","20.65","20.65","20.65","20.65","-","0.00%"
"Apr 12, 2018","20.65","20.65","20.65","20.65","-","0.00%"
"Apr 11, 2018","20.65","20.65","20.65","20.65","-","0.00%"
"Apr 10, 2018","20.65","20.65","20.65","20.65","-","-2.36%"
"Apr 09, 2018","21.15","21.15","21.15","21.15","-","0.71%"
"Apr 06, 2018","21.00","21.00","21.00","21.00","-","0.00%"
"Apr 05, 2018","21.00","21.00","21.00","21.00","-","0.00%"
"Apr 04, 2018","21.00","21.00","21.00","21.00","-","0.00%"
"Apr 03, 2018","21.00","21.00","21.00","21.00","-","0.48%"
"Apr 02, 2018","20.90","20.90","20.90","20.90","-","-0.48%"
"Mar 29, 2018","21.00","21.00","21.00","21.00","-","-1.18%"
"Mar 28, 2018","21.25","21.25","21.25","21.25","-","0.00%"
"Mar 27, 2018","21.25","21.25","21.25","21.25","-","-1.85%"
"Mar 26, 2018","21.65","21.65","21.65","21.65","-","-0.46%"
"Mar 23, 2018","21.75","21.75","21.75","21.75","-","0.00%"
"Mar 22, 2018","21.75","21.75","21.75","21.75","-","-2.25%"
"Mar 21, 2018","22.25","22.25","22.25","22.25","-","0.45%"
"Mar 20, 2018","22.15","22.15","22.15","22.15","0.10K","1.84%"
"Mar 19, 2018","21.75","21.75","21.75","21.75","-","-1.36%"
"Mar 16, 2018","22.05","22.05","22.05","22.05","-","0.00%"
"Mar 15, 2018","22.05","22.05","22.05","22.05","-","0.23%"
"Mar 14, 2018","22.00","22.00","22.00","22.00","-","0.00%"
"Mar 13, 2018","22.00","22.00","22.00","22.00","-","0.00%"
"Mar 12, 2018","22.00","22.00","22.00","22.00","-","1.15%"
"Mar 09, 2018","21.75","21.75","21.75","21.75","-","-1.14%"
"Mar 08, 2018","22.00","22.00","22.00","22.00","-","0.00%"
"Mar 07, 2018","22.00","22.00","22.00","22.00","-","-1.12%"
"Mar 06, 2018","22.25","22.25","22.25","22.25","-","0.00%"
"Mar 05, 2018","22.25","22.25","22.25","22.25","-","1.14%"
"Mar 02, 2018","22.00","22.00","22.00","22.00","-","1.62%"
"Mar 01, 2018","21.65","21.65","21.65","21.65","-","-1.59%"
"Feb 28, 2018","22.00","22.00","22.00","22.00","-","3.53%"
"Feb 27, 2018","21.25","21.25","21.25","21.25","-","0.00%"
"Feb 26, 2018","21.25","21.25","21.25","21.25","-","-3.41%"
"Feb 23, 2018","22.00","22.00","22.00","22.00","-","0.00%"
"Feb 22, 2018","22.00","22.00","22.00","22.00","-","0.00%"
"Feb 21, 2018","22.00","22.00","22.00","22.00","-","1.15%"
"Feb 20, 2018","21.75","21.75","21.75","21.75","-","0.00%"
"Feb 16, 2018","21.75","21.75","21.75","21.75","-","0.00%"
"Feb 15, 2018","21.75","21.75","21.75","21.75","-","0.46%"
"Feb 14, 2018","21.65","21.65","21.65","21.65","-","0.00%"
"Feb 13, 2018","21.65","21.65","21.65","21.65","-","0.00%"
"Feb 12, 2018","21.65","21.65","21.65","21.65","-","0.70%"
